,x,y,z
0,0.0,0.0,4.884965581999999
1,0.0,0.0,18.632265581999995
2,7.551900000000001,4.360091497893135,4.8849655819999995
3,7.551900000000001,4.360091497893135,18.632265581999995
4,5.0346,0.0,4.8849655819999995
5,5.0346,0.0,18.632265581999995
6,2.5173000000000005,4.360091497893135,4.884965582
7,2.5173000000000005,4.360091497893135,18.632265581999995
8,2.5173,1.453363832631045,9.467398915333332
9,2.5173,1.453363832631045,23.21469891533333
10,4.823771012259688e-16,5.81345533052418,9.46739891533333
11,4.823771012259688e-16,5.81345533052418,23.21469891533333
12,7.5519,1.453363832631045,9.46739891533333
13,7.5519,1.453363832631045,23.21469891533333
14,5.034600000000001,5.81345533052418,9.46739891533333
15,5.034600000000001,5.81345533052418,23.21469891533333
16,2.411885506129844e-16,2.90672766526209,0.3025322486666648
17,2.411885506129844e-16,2.90672766526209,14.049832248666664
18,-2.5172999999999988,7.266819163155225,0.30253224866666506
19,-2.5172999999999988,7.266819163155225,14.049832248666664
20,5.0346,2.90672766526209,0.30253224866666506
21,5.0346,2.90672766526209,14.049832248666664
22,2.5173000000000023,7.266819163155225,0.3025322486666654
23,2.5173000000000023,7.266819163155225,14.049832248666664
24,0.0,0.0,11.758615581999997
25,0.0,0.0,25.505915582
26,7.551900000000001,4.360091497893135,11.758615582
27,7.551900000000001,4.360091497893135,25.505915582
28,5.0346,0.0,11.758615581999997
29,5.0346,0.0,25.505915582
30,2.5173000000000005,4.360091497893135,11.758615582
31,2.5173000000000005,4.360091497893135,25.505915582
32,2.5173,1.453363832631045,2.5937489153333355
33,2.5173,1.453363832631045,16.341048915333335
34,4.823771012259688e-16,5.81345533052418,2.5937489153333355
35,4.823771012259688e-16,5.81345533052418,16.341048915333335
36,7.5519,1.453363832631045,2.5937489153333355
37,7.5519,1.453363832631045,16.341048915333335
38,5.034600000000001,5.81345533052418,2.5937489153333355
39,5.034600000000001,5.81345533052418,16.341048915333335
40,2.411885506129844e-16,2.90672766526209,7.176182248666666
41,2.411885506129844e-16,2.90672766526209,20.923482248666662
42,-2.5172999999999988,7.266819163155225,7.176182248666665
43,-2.5172999999999988,7.266819163155225,20.923482248666662
44,5.0346,2.90672766526209,7.176182248666665
45,5.0346,2.90672766526209,20.923482248666662
46,2.5173000000000023,7.266819163155225,7.176182248666667
47,2.5173000000000023,7.266819163155225,20.923482248666666
48,0.0,0.0,1.988684418
49,0.0,0.0,15.735984418
50,7.551900000000001,4.360091497893135,1.9886844180000005
51,7.551900000000001,4.360091497893135,15.735984417999997
52,5.0346,0.0,1.988684418
53,5.0346,0.0,15.735984417999996
54,2.5173000000000005,4.360091497893135,1.9886844180000007
55,2.5173000000000005,4.360091497893135,15.735984417999997
56,2.5173,1.453363832631045,6.571117751333334
57,2.5173,1.453363832631045,20.318417751333335
58,4.823771012259688e-16,5.81345533052418,6.571117751333333
59,4.823771012259688e-16,5.81345533052418,20.318417751333335
60,7.5519,1.453363832631045,6.571117751333333
61,7.5519,1.453363832631045,20.318417751333335
62,5.034600000000001,5.81345533052418,6.571117751333334
63,5.034600000000001,5.81345533052418,20.31841775133333
64,2.411885506129844e-16,2.90672766526209,11.153551084666667
65,2.411885506129844e-16,2.90672766526209,24.900851084666662
66,-2.5172999999999988,7.266819163155225,11.153551084666667
67,-2.5172999999999988,7.266819163155225,24.900851084666662
68,5.0346,2.90672766526209,11.153551084666667
69,5.0346,2.90672766526209,24.900851084666662
70,2.5173000000000023,7.266819163155225,11.153551084666667
71,2.5173000000000023,7.266819163155225,24.900851084666666
72,0.0,0.0,8.862334418
73,0.0,0.0,22.609634417999995
74,7.551900000000001,4.360091497893135,8.862334418
75,7.551900000000001,4.360091497893135,22.609634417999995
76,5.0346,0.0,8.862334417999998
77,5.0346,0.0,22.609634417999995
78,2.5173000000000005,4.360091497893135,8.862334417999998
79,2.5173000000000005,4.360091497893135,22.609634417999995
80,2.5173,1.453363832631045,13.44476775133333
81,2.5173,1.453363832631045,27.19206775133333
82,4.823771012259688e-16,5.81345533052418,13.44476775133333
83,4.823771012259688e-16,5.81345533052418,27.192067751333333
84,7.5519,1.453363832631045,13.44476775133333
85,7.5519,1.453363832631045,27.192067751333333
86,5.034600000000001,5.81345533052418,13.44476775133333
87,5.034600000000001,5.81345533052418,27.192067751333333
88,2.411885506129844e-16,2.90672766526209,4.279901084666665
89,2.411885506129844e-16,2.90672766526209,18.027201084666665
90,-2.5172999999999988,7.266819163155225,4.279901084666666
91,-2.5172999999999988,7.266819163155225,18.027201084666665
92,5.0346,2.90672766526209,4.279901084666666
93,5.0346,2.90672766526209,18.027201084666665
94,2.5173000000000023,7.266819163155225,4.279901084666667
95,2.5173000000000023,7.266819163155225,18.02720108466666
96,1.5385737600000002,0.0,3.4368249999999994
97,1.5385737600000002,0.0,17.184124999999995
98,-0.9787262399999996,4.360091497893135,3.436825
99,-0.9787262399999996,4.360091497893135,17.184124999999998
100,6.57317376,0.0,3.436825
101,6.57317376,0.0,17.184124999999998
102,4.055873760000001,4.360091497893135,3.4368250000000002
103,4.055873760000001,4.360091497893135,17.184124999999998
104,4.05587376,1.453363832631045,8.019258333333331
105,4.05587376,1.453363832631045,21.76655833333333
106,1.5385737599999998,5.81345533052418,8.019258333333331
107,1.5385737599999998,5.81345533052418,21.766558333333325
108,9.09047376,1.453363832631045,8.019258333333331
109,9.09047376,1.453363832631045,21.766558333333325
110,6.573173760000001,5.81345533052418,8.019258333333331
111,6.573173760000001,5.81345533052418,21.766558333333325
112,1.5385737600000005,2.90672766526209,12.601691666666664
113,1.5385737600000005,2.90672766526209,26.34899166666666
114,-0.9787262399999989,7.266819163155225,12.601691666666664
115,-0.9787262399999989,7.266819163155225,26.34899166666666
116,6.57317376,2.90672766526209,12.601691666666664
117,6.57317376,2.90672766526209,26.34899166666666
118,4.055873760000001,7.266819163155225,12.601691666666666
119,4.055873760000001,7.266819163155225,26.34899166666666
120,0.7692868800000001,1.332443961756142,10.310475
121,0.7692868800000001,1.332443961756142,24.057775
122,-1.7480131199999993,5.692535459649277,10.310475
123,-1.7480131199999993,5.692535459649277,24.057774999999996
124,5.80388688,1.332443961756142,10.310475
125,5.80388688,1.332443961756142,24.057774999999996
126,3.286586880000001,5.692535459649277,10.310474999999999
127,3.286586880000001,5.692535459649277,24.057774999999996
128,3.28658688,2.7858077943871873,1.1456083333333356
129,3.28658688,2.7858077943871873,14.892908333333333
130,0.7692868800000006,7.145899292280323,1.145608333333336
131,0.7692868800000006,7.145899292280323,14.892908333333333
132,8.321186880000003,2.7858077943871873,1.145608333333336
133,8.321186880000003,2.7858077943871873,14.892908333333333
134,5.803886880000001,7.145899292280323,1.1456083333333364
135,5.803886880000001,7.145899292280323,14.892908333333333
136,0.7692868800000009,4.239171627018232,5.728041666666665
137,0.7692868800000009,4.239171627018232,19.475341666666665
138,-1.748013119999999,8.599263124911367,5.728041666666666
139,-1.748013119999999,8.599263124911367,19.475341666666665
140,5.803886880000002,4.239171627018232,5.728041666666666
141,5.803886880000002,4.239171627018232,19.475341666666665
142,3.2865868800000007,8.599263124911367,5.728041666666666
143,3.2865868800000007,8.599263124911367,19.475341666666665
144,9.299913120000001,1.332443961756142,3.4368250000000002
145,9.299913120000001,1.332443961756142,17.184124999999998
146,6.7826131200000015,5.692535459649277,3.4368250000000002
147,6.7826131200000015,5.692535459649277,17.184124999999998
148,4.26531312,1.332443961756142,3.436825
149,4.26531312,1.332443961756142,17.184124999999998
150,1.7480131200000009,5.692535459649277,3.4368250000000002
151,1.7480131200000009,5.692535459649277,17.184124999999998
152,1.74801312,2.7858077943871873,8.019258333333331
153,1.74801312,2.7858077943871873,21.766558333333332
154,-0.7692868799999997,7.145899292280323,8.019258333333333
155,-0.7692868799999997,7.145899292280323,21.766558333333332
156,6.782613120000001,2.7858077943871873,8.019258333333333
157,6.782613120000001,2.7858077943871873,21.766558333333332
158,4.265313120000001,7.145899292280323,8.019258333333333
159,4.265313120000001,7.145899292280323,21.76655833333333
160,-0.7692868799999993,4.239171627018232,12.601691666666664
161,-0.7692868799999993,4.239171627018232,26.34899166666666
162,-3.2865868799999998,8.599263124911367,12.601691666666664
163,-3.2865868799999998,8.599263124911367,26.34899166666666
164,4.265313120000002,4.239171627018232,12.601691666666664
165,4.265313120000002,4.239171627018232,26.34899166666666
166,1.7480131200000004,8.599263124911367,12.601691666666666
167,1.7480131200000004,8.599263124911367,26.34899166666666
168,3.496026240000001,0.0,10.310475
169,3.496026240000001,0.0,24.057775
170,0.9787262400000012,4.360091497893135,10.310475
171,0.9787262400000012,4.360091497893135,24.057774999999996
172,8.53062624,0.0,10.310475
173,8.53062624,0.0,24.057774999999996
174,6.013326240000002,4.360091497893135,10.310474999999999
175,6.013326240000002,4.360091497893135,24.057774999999996
176,0.9787262400000002,1.453363832631045,1.1456083333333356
177,0.9787262400000002,1.453363832631045,14.892908333333335
178,-1.5385737599999993,5.81345533052418,1.1456083333333356
179,-1.5385737599999993,5.81345533052418,14.892908333333333
180,6.01332624,1.453363832631045,1.1456083333333356
181,6.01332624,1.453363832631045,14.892908333333333
182,3.4960262400000004,5.81345533052418,1.1456083333333362
183,3.4960262400000004,5.81345533052418,14.892908333333333
184,-1.5385737599999998,2.90672766526209,5.728041666666665
185,-1.5385737599999998,2.90672766526209,19.475341666666665
186,-4.055873759999999,7.266819163155225,5.728041666666665
187,-4.055873759999999,7.266819163155225,19.475341666666665
188,3.496026240000001,2.90672766526209,5.728041666666665
189,3.496026240000001,2.90672766526209,19.475341666666665
